Start 1h:3m:33s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s], Quaternion_w [], Quaternion_x [], Quaternion_y [], Quaternion_z [], Euler-yaw [Deg], Euler-roll [Deg], Euler-pitch [Deg]
15.900,          ,   9.48,  -0.11,   1.93,    -5.06,     2.50,     1.38,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
15.905,          ,   9.28,  -0.20,   1.89,    -4.19,     3.31,     1.38,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
15.910,          ,   9.28,  -0.20,   1.89,    -4.19,     3.31,     1.38,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
15.920,          ,   9.47,  -0.28,   2.21,    -2.94,    -1.25,     1.50,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
15.925,          ,   9.47,  -0.28,   2.21,    -1.31,    -3.38,     1.25,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
15.930,          ,   9.52,  -0.24,   2.19,    -1.31,    -3.38,     1.25,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
15.935,          ,   9.52,  -0.24,   2.19,     1.06,    -2.00,     0.88,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
15.940,          ,   9.42,  -0.22,   2.10,     1.06,    -2.00,     0.88,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
15.945,          ,   9.42,  -0.22,   2.10,     2.94,    -3.69,     0.31,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
15.950,          ,   9.25,  -0.17,   2.08,     2.94,    -3.69,     0.31,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
15.955,          ,   9.25,  -0.17,   2.08,     3.12,   -10.50,    -0.25,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
15.970,          ,   9.32,  -0.25,   2.27,     3.12,   -10.50,    -0.25,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
15.975,          ,   9.74,  -0.25,   2.41,     1.44,   -20.62,    -0.62,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
15.985,          ,   9.74,  -0.25,   2.41,     1.44,   -20.62,    -0.62,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
15.990,          ,   9.80,  -0.24,   2.41,     1.50,   -18.69,    -0.56,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
15.995,          ,   9.80,  -0.24,   2.41,     1.50,   -18.69,    -0.56,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
16.000,          ,   9.72,  -0.18,   2.39,     2.00,   -14.38,    -0.06,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
16.005,          ,   9.72,  -0.18,   2.39,     2.00,   -14.38,    -0.06,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
16.010,          ,   9.66,  -0.23,   2.34,     2.56,   -10.50,     0.06,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
16.015,          ,   9.61,  -0.26,   2.35,     3.38,    -7.75,     0.31,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
16.020,          ,   9.61,  -0.26,   2.35,     3.38,    -7.75,     0.31,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
16.025,          ,   9.51,  -0.11,   2.19,     3.75,    -5.38,     0.25,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
16.030,          ,   9.51,  -0.11,   2.19,     3.75,    -5.38,     0.25,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
16.035,          ,   9.47,  -0.16,   2.03,     3.94,    -3.56,    -0.12,  0.36, -0.55, -0.33, -0.67,  123.25,   80.06,  -14.12
16.040,          ,   9.47,  -0.16,   2.03,     3.94,    -3.56,    -0.12,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.045,          ,   9.47,  -0.16,   2.03,     4.00,    -2.31,    -0.31,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.050,          ,   9.43,  -0.17,   1.95,     4.00,    -2.31,    -0.31,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.070,          ,   9.17,  -0.04,   2.00,     3.88,    -2.69,    -0.12,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.075,          ,   9.61,  -0.04,   2.11,     4.44,    -9.69,    -0.06,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.080,          ,   9.59,  -0.03,   1.97,     4.44,    -9.69,    -0.06,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.085,          ,   9.51,   0.02,   1.93,     4.50,    -5.25,    -0.50,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.090,          ,   9.51,   0.02,   1.93,     4.50,    -5.25,    -0.50,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.095,          ,   9.53,   0.03,   1.91,     4.81,    -5.50,    -0.69,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.100,          ,   9.53,   0.03,   1.91,     4.81,    -5.50,    -0.69,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.105,          ,   9.45,  -0.05,   1.80,     4.94,    -5.44,    -0.38,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.110,          ,   9.45,  -0.05,   1.80,     4.94,    -5.44,    -0.38,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.115,          ,   9.44,  -0.05,   1.75,     5.50,    -6.00,    -0.25,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.120,          ,   9.44,  -0.05,   1.75,     6.31,    -7.62,    -0.62,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.125,          ,   9.42,   0.01,   1.74,     6.31,    -7.62,    -0.62,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.135,          ,   9.42,   0.01,   1.74,     6.94,   -10.94,    -0.75,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.140,          ,   9.36,   0.10,   1.78,     6.94,   -10.94,    -0.75,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.145,          ,   9.36,   0.10,   1.78,     7.12,   -15.44,    -0.50,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.150,          ,   9.44,   0.15,   1.89,     7.12,   -15.44,    -0.50,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.165,          ,   9.44,   0.15,   1.89,     6.94,   -18.25,    -0.81,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.170,          ,   9.55,   0.24,   2.02,     6.19,   -19.06,    -1.38,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.175,          ,   9.66,   0.26,   2.01,     5.06,   -18.56,    -1.50,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.185,          ,   9.66,   0.26,   2.01,     3.88,   -15.50,    -1.56,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.190,          ,   9.70,   0.24,   1.90,     3.88,   -15.50,    -1.56,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.195,          ,   9.70,   0.24,   1.90,     3.56,   -12.19,    -1.56,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.200,          ,   9.56,   0.23,   1.88,     3.56,   -12.19,    -1.56,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.205,          ,   9.56,   0.23,   1.88,     3.69,   -11.62,    -1.81,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.210,          ,   9.53,   0.24,   1.93,     3.69,   -11.62,    -1.81,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.215,          ,   9.58,   0.22,   1.88,     3.75,   -11.56,    -2.19,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.220,          ,   9.58,   0.22,   1.88,     3.75,   -11.56,    -2.19,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.225,          ,   9.60,   0.25,   1.84,     3.50,   -10.62,    -3.06,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.230,          ,   9.60,   0.25,   1.84,     3.50,   -10.62,    -3.06,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.235,          ,   9.62,   0.29,   1.81,     3.44,    -9.75,    -3.56,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.240,          ,   9.62,   0.29,   1.81,     3.44,    -9.75,    -3.56,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.245,          ,   9.64,   0.33,   1.80,     3.31,    -9.62,    -3.88,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.265,          ,   9.64,   0.33,   1.80,     3.31,    -9.62,    -3.88,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.270,          ,   9.72,   0.28,   1.83,     2.81,    -8.19,    -3.81,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.275,          ,   9.72,   0.29,   1.85,     2.75,    -6.19,    -3.50,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.280,          ,   9.72,   0.29,   1.85,     2.75,    -6.19,    -3.50,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.285,          ,   9.69,   0.30,   1.87,     2.88,    -3.25,    -3.25,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.290,          ,   9.69,   0.30,   1.87,     2.88,    -3.25,    -3.25,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.295,          ,   9.65,   0.29,   1.94,     3.56,    -1.06,    -2.94,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.300,          ,   9.65,   0.29,   1.94,     3.56,    -1.06,    -2.94,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.305,          ,   9.64,   0.29,   1.93,     4.06,     0.00,    -2.56,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.310,          ,   9.64,   0.29,   1.93,     4.25,    -0.12,    -2.19,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.320,          ,   9.64,   0.27,   1.93,     4.25,    -0.12,    -2.19,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.325,          ,   9.64,   0.27,   1.93,     4.25,    -0.62,    -1.75,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.330,          ,   9.55,   0.25,   1.87,     4.25,    -0.62,    -1.75,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.335,          ,   9.55,   0.25,   1.87,     4.62,    -1.88,    -1.75,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.340,          ,   9.38,   0.27,   1.95,     4.62,    -1.88,    -1.75,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.345,          ,   9.45,   0.33,   1.93,     5.19,    -5.50,    -2.50,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.360,          ,   9.45,   0.33,   1.93,     5.19,    -5.50,    -2.50,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.370,          ,   9.56,   0.27,   1.97,     4.94,   -15.44,    -3.50,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.375,          ,  10.25,   0.13,   1.55,     4.69,   -18.12,    -3.06,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.380,          ,  10.25,   0.13,   1.55,     4.69,   -18.12,    -3.06,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.385,          ,   9.83,   0.13,   1.25,     4.62,    -7.00,    -2.25,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.390,          ,   9.83,   0.13,   1.25,     4.62,    -7.00,    -2.25,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.395,          ,   9.69,   0.17,   1.40,     4.94,     2.88,    -1.88,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.400,          ,   9.69,   0.17,   1.40,     4.94,     2.88,    -1.88,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.405,          ,   9.76,   0.21,   1.49,     3.62,     4.00,    -1.88,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.415,          ,   9.76,   0.21,   1.49,     2.31,     8.56,    -1.62,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.420,          ,   9.41,   0.30,   1.75,     2.31,     8.56,    -1.62,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.425,          ,   9.65,   0.28,   1.72,     1.38,     9.00,    -1.44,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.430,          ,   9.65,   0.28,   1.72,     1.38,     9.00,    -1.44,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.435,          ,   9.75,   0.30,   1.48,     0.94,     6.19,    -1.19,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.440,          ,   9.75,   0.30,   1.48,     0.94,     6.19,    -1.19,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.445,          ,   9.52,   0.30,   1.28,     1.12,     9.38,    -1.00,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.465,          ,   9.52,   0.30,   1.28,     1.12,     9.38,    -1.00,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.470,          ,   9.72,   0.14,   1.93,     3.94,    -1.25,    -1.31,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.475,          ,   9.73,   0.15,   1.93,     5.62,    -1.31,    -1.81,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.480,          ,   9.73,   0.15,   1.93,     5.62,    -1.31,    -1.81,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.485,          ,   9.57,   0.12,   1.83,     6.00,     1.19,    -2.06,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.490,          ,   9.57,   0.12,   1.83,     6.00,     1.19,    -2.06,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.495,          ,   9.37,   0.08,   1.61,     4.56,    -0.56,    -2.12,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.500,          ,   9.37,   0.08,   1.61,     4.56,    -0.56,    -2.12,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.510,          ,   9.45,   0.06,   1.58,     1.44,    -6.31,    -1.69,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.515,          ,   9.45,   0.06,   1.58,    -1.50,   -11.56,    -0.75,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.520,          ,   9.59,   0.06,   1.61,    -1.50,   -11.56,    -0.75,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.525,          ,   9.67,   0.09,   1.69,    -3.69,   -12.94,     0.31,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.530,          ,   9.67,   0.09,   1.69,    -3.69,   -12.94,     0.31,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.535,          ,   9.76,   0.15,   1.70,    -4.44,   -11.38,     1.38,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.540,          ,   9.76,   0.15,   1.70,    -4.44,   -11.38,     1.38,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.560,          ,   9.65,   0.15,   1.72,    -4.56,    -6.56,     2.00,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.565,          ,   9.59,   0.09,   1.72,    -3.50,     2.19,     2.06,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.570,          ,   9.59,   0.09,   1.72,    -3.50,     2.19,     2.06,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.575,          ,   9.56,  -0.02,   1.69,    -3.00,     4.38,     1.81,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.580,          ,   9.56,  -0.02,   1.69,    -3.00,     4.38,     1.81,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.585,          ,   9.69,  -0.04,   1.66,    -2.69,     6.38,     1.19,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.590,          ,   9.69,  -0.04,   1.66,    -2.69,     6.38,     1.19,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.595,          ,   9.46,   0.01,   1.67,    -3.12,     9.50,     1.25,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.600,          ,   9.46,   0.01,   1.67,    -3.12,     9.50,     1.25,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.605,          ,   9.62,   0.06,   1.98,    -3.06,     5.75,     1.88,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.610,          ,   9.62,   0.06,   1.98,    -2.81,     1.88,     2.38,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.615,          ,   9.69,   0.05,   1.77,    -2.81,     1.88,     2.38,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.620,          ,   9.69,   0.05,   1.77,    -3.12,     7.88,     1.81,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.625,          ,   9.58,   0.10,   1.69,    -3.12,     7.88,     1.81,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.635,          ,   9.58,   0.10,   1.69,    -3.62,     9.25,     1.69,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.640,          ,   9.53,   0.07,   1.74,    -3.62,     9.25,     1.69,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.655,          ,   9.53,   0.07,   1.74,    -4.19,     7.94,     2.00,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.660,          ,   9.49,   0.05,   1.89,    -4.19,     4.62,     2.56,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.665,          ,   9.59,   0.03,   1.92,    -4.19,     4.62,     2.56,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.670,          ,   9.59,   0.03,   1.92,    -3.94,     4.31,     2.81,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.675,          ,   9.66,   0.04,   1.96,    -3.94,     4.31,     2.81,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.680,          ,   9.66,   0.04,   1.96,    -4.19,     5.75,     2.69,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.685,          ,   9.54,   0.03,   1.88,    -4.19,     5.75,     2.69,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.690,          ,   9.54,   0.03,   1.88,    -4.19,     5.75,     2.69,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.700,          ,   9.47,   0.06,   1.86,    -5.12,     6.62,     2.75,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.705,          ,   9.46,   0.10,   1.82,    -5.81,     5.75,     2.69,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.710,          ,   9.46,   0.10,   1.82,    -5.81,     5.75,     2.69,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.715,          ,   9.43,   0.13,   1.77,    -6.31,     4.75,     2.44,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.720,          ,   9.43,   0.13,   1.77,    -6.31,     4.75,     2.44,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.725,          ,   9.55,   0.14,   1.78,    -6.69,     3.44,     2.25,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.730,          ,   9.55,   0.14,   1.78,    -6.69,     3.44,     2.25,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.735,          ,   9.57,   0.13,   1.81,    -6.69,     2.19,     2.38,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.755,          ,   9.57,   0.13,   1.81,    -6.69,     2.19,     2.38,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.760,          ,   9.60,   0.27,   1.97,    -7.06,    -1.00,     3.12,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.765,          ,   9.65,   0.03,   2.07,    -7.31,    -2.69,     3.50,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.770,          ,   9.65,   0.03,   2.07,    -7.31,    -2.69,     3.50,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.775,          ,   9.79,  -0.20,   2.04,    -7.38,    -2.69,     4.19,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.780,          ,   9.79,  -0.20,   2.04,    -7.50,    -2.19,     5.56,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.785,          ,   9.94,  -0.31,   2.03,    -7.50,    -2.19,     5.56,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.790,          ,   9.94,  -0.31,   2.03,    -7.44,    -1.19,     7.50,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.795,          ,   9.96,  -0.17,   2.00,    -7.44,    -1.19,     7.50,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.800,          ,   9.96,  -0.17,   2.00,    -7.44,     1.94,     8.62,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.805,          ,   9.40,   0.27,   1.92,    -7.44,     1.94,     8.62,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.810,          ,   9.40,   0.27,   1.92,    -7.62,     2.94,     8.56,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.820,          ,   9.22,   0.26,   1.88,    -7.62,     2.94,     8.56,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.825,          ,   9.22,   0.22,   1.88,    -7.69,     1.88,     7.06,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.830,          ,   9.22,   0.22,   1.88,    -7.69,     1.88,     7.06,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.835,          ,   9.28,   0.14,   1.81,    -7.56,     2.25,     5.31,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.850,          ,   9.28,   0.14,   1.81,    -7.56,     2.25,     5.31,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.860,          ,   9.26,  -0.03,   1.72,    -6.38,     2.56,     2.56,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.865,          ,   9.24,  -0.11,   1.64,    -5.00,     3.50,     1.31,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.870,          ,   9.24,  -0.11,   1.64,    -5.00,     3.50,     1.31,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.875,          ,   9.21,  -0.15,   1.62,    -3.06,     3.00,     0.38,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.880,          ,   9.21,  -0.15,   1.62,    -1.38,     0.06,    -0.75,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.885,          ,   9.17,  -0.12,   1.70,    -1.38,     0.06,    -0.75,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.890,          ,   9.17,  -0.12,   1.70,    -1.38,     0.06,    -0.75,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.895,          ,   9.24,  -0.09,   1.70,    -0.62,    -5.06,    -1.75,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.900,          ,   9.24,  -0.09,   1.70,    -0.62,    -5.06,    -1.75,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.905,          ,   9.16,  -0.08,   1.80,    -0.38,    -9.19,    -2.62,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.915,          ,   9.16,  -0.08,   1.80,    -0.31,   -12.44,    -3.62,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.920,          ,   9.83,  -0.20,   1.42,    -0.31,   -12.44,    -3.62,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.925,          ,   9.69,  -0.27,   1.11,     0.44,    -7.69,    -3.81,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.930,          ,   9.69,  -0.27,   1.11,     0.44,    -7.69,    -3.81,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.935,          ,   9.30,  -0.36,   1.13,     1.50,     2.00,    -4.12,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.955,          ,   9.30,  -0.36,   1.13,     1.50,     2.00,    -4.12,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.960,          ,   9.55,  -0.34,   1.78,     1.81,     0.62,    -4.06,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.965,          ,   9.42,  -0.37,   1.67,     1.44,    10.75,    -3.62,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.970,          ,   9.42,  -0.37,   1.67,     1.44,    10.75,    -3.62,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.975,          ,   9.60,  -0.35,   1.47,     2.50,     6.12,    -2.62,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.980,          ,   9.60,  -0.35,   1.47,     4.25,     2.94,    -1.38,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.985,          ,   9.46,  -0.34,   1.36,     4.25,     2.94,    -1.38,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.990,          ,   9.46,  -0.34,   1.36,     4.25,     2.94,    -1.38,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
16.995,          ,   9.54,  -0.26,   1.93,     5.44,    -1.62,    -0.62,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
17.000,          ,   9.54,  -0.26,   1.93,     5.44,    -1.62,    -0.62,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
17.005,          ,   9.89,  -0.16,   2.14,     6.62,    -9.94,     0.06,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
17.015,          ,   9.89,  -0.16,   2.14,     7.06,    -7.56,     0.88,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
17.020,          ,  10.02,  -0.08,   2.07,     7.06,    -7.56,     0.88,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
17.025,          ,   9.92,   0.00,   1.96,     6.31,     1.31,     1.38,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
17.030,          ,   9.92,   0.00,   1.96,     6.31,     1.31,     1.38,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
17.035,          ,   9.47,   0.10,   1.72,     4.75,     6.94,     1.50,  0.36, -0.55, -0.29, -0.69,  124.38,   77.31,    0.00
