Start 1h:14m:37s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s], Quaternion_w [], Quaternion_x [], Quaternion_y [], Quaternion_z [], Euler-yaw [Deg], Euler-roll [Deg], Euler-pitch [Deg]
5.115,          ,   9.45,   0.25,   2.50,     4.94,   -13.62,    -5.81, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.125,          ,   9.45,   0.25,   2.50,     4.94,   -13.62,    -5.81, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.130,          ,   9.44,   0.24,   2.49,     4.44,   -12.38,    -6.44, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.135,          ,   9.44,   0.24,   2.49,     4.44,   -12.38,    -6.44, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.140,          ,   9.48,   0.30,   2.46,     3.06,   -12.38,    -6.69, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.145,          ,   9.47,   0.35,   2.39,     2.44,   -13.00,    -6.75, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.150,          ,   9.47,   0.35,   2.39,     2.44,   -13.00,    -6.75, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.155,          ,   9.46,   0.57,   2.31,     2.06,   -11.94,    -6.88, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.160,          ,   9.46,   0.57,   2.31,     2.06,   -11.94,    -6.88, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.170,          ,   9.41,   0.57,   2.17,     1.12,    -9.44,    -6.44, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.175,          ,   9.41,   0.57,   2.17,     1.12,    -9.44,    -6.44, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.195,          ,   9.43,   0.50,   2.07,     0.44,    -6.75,    -5.62, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.200,          ,   9.18,   0.48,   1.94,    -1.12,    -2.50,    -5.50, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.205,          ,   9.18,   0.48,   1.94,    -3.12,    -2.25,    -4.88, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.210,          ,   9.19,   0.56,   1.97,    -3.12,    -2.25,    -4.88, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.215,          ,   9.21,   0.58,   2.00,    -6.12,    -1.06,    -3.38, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.225,          ,   9.21,   0.58,   2.00,    -6.12,    -1.06,    -3.38, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.230,          ,   9.17,   0.58,   1.97,    -7.62,     0.38,    -1.88, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.235,          ,   9.17,   0.58,   1.97,    -6.75,     2.44,    -0.81, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.240,          ,   9.03,   0.42,   1.63,    -6.75,     2.44,    -0.81, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.245,          ,   9.12,   0.40,   1.72,    -5.12,     1.56,    -0.81, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.250,          ,   9.12,   0.40,   1.72,    -5.12,     1.56,    -0.81, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.255,          ,   9.15,   0.31,   1.84,    -4.75,    -0.69,    -1.25, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.260,          ,   9.15,   0.31,   1.84,    -4.75,    -0.69,    -1.25, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.270,          ,   9.11,   0.21,   1.91,    -4.12,    -1.81,    -1.75, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.275,          ,   9.11,   0.21,   1.91,    -4.12,    -1.81,    -1.75, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.290,          ,   9.27,   0.31,   2.03,    -3.62,    -1.56,    -2.31, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.295,          ,   9.34,   0.29,   1.94,    -4.81,     1.12,    -1.38, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.300,          ,   9.34,   0.29,   1.94,    -4.81,     1.12,    -1.38, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.310,          ,   9.38,   0.32,   2.21,    -4.50,     0.00,    -1.81, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.315,          ,   9.38,   0.32,   2.21,    -5.56,    -4.38,    -2.00, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.320,          ,   9.59,   0.31,   2.27,    -5.56,    -4.38,    -2.00, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.325,          ,   9.59,   0.31,   2.27,    -5.56,    -4.38,    -2.00, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.330,          ,   9.70,   0.36,   2.22,    -5.62,    -6.19,    -2.44, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.335,          ,   9.70,   0.36,   2.22,    -5.06,    -3.94,    -3.00, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.340,          ,   9.66,   0.36,   2.12,    -5.06,    -3.94,    -3.00, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.345,          ,   9.60,   0.29,   1.60,    -4.25,    -0.19,    -3.12, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.350,          ,   9.60,   0.29,   1.60,    -4.25,    -0.19,    -3.12, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.355,          ,   9.13,   0.24,   1.72,    -3.88,     0.38,    -2.62, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.365,          ,   9.13,   0.24,   1.72,    -3.88,     0.38,    -2.62, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.370,          ,   9.14,   0.21,   2.09,    -4.38,   -10.44,    -2.25, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.375,          ,   9.14,   0.21,   2.09,    -5.94,   -12.25,    -1.81, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.390,          ,   9.64,   0.23,   1.97,    -5.94,   -12.25,    -1.81, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.400,          ,   9.32,   0.43,   2.19,    -5.06,    -2.00,    -1.81, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.405,          ,   9.32,   0.43,   2.19,    -4.81,    -3.25,    -1.94, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.410,          ,   9.71,   0.40,   2.12,    -4.81,    -3.25,    -1.94, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.415,          ,   9.71,   0.40,   2.12,    -3.56,     3.62,    -1.81, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.420,          ,   9.58,   0.32,   1.81,    -3.56,     3.62,    -1.81, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.425,          ,   9.58,   0.32,   1.81,    -1.75,     1.25,    -1.94, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.430,          ,   9.32,   0.26,   1.96,    -1.75,     1.25,    -1.94, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.435,          ,   9.60,   0.25,   2.14,    -1.00,    -1.25,    -1.38, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.440,          ,   9.60,   0.25,   2.14,    -1.00,    -1.25,    -1.38, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.445,          ,   9.75,   0.25,   2.18,    -0.62,     3.25,    -0.44, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.450,          ,   9.75,   0.25,   2.18,    -0.62,     3.25,    -0.44, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.455,          ,   9.62,   0.27,   2.24,     0.06,     8.88,     0.06, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.460,          ,   9.62,   0.27,   2.24,     0.06,     8.88,     0.06, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.465,          ,   9.50,   0.31,   2.18,     0.25,    12.25,    -0.25, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.475,          ,   9.50,   0.31,   2.18,     0.25,    12.25,    -0.25, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.490,          ,   9.42,   0.32,   2.14,    -0.38,    15.81,    -0.69, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.500,          ,   9.41,   0.37,   2.20,    -2.38,    12.56,     0.12, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.505,          ,   9.41,   0.37,   2.20,    -3.19,     9.00,     1.12, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.510,          ,   9.46,   0.43,   2.28,    -3.19,     9.00,     1.12, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.515,          ,   9.48,   0.43,   2.29,    -2.94,     6.94,     1.88, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.520,          ,   9.48,   0.43,   2.29,    -2.94,     6.94,     1.88, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.525,          ,   9.38,   0.46,   2.32,    -2.56,     6.06,     1.81, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.530,          ,   9.38,   0.46,   2.32,    -2.56,     6.06,     1.81, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.535,          ,   9.30,   0.44,   2.37,    -3.25,     3.81,     1.12, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.540,          ,   9.30,   0.44,   2.37,    -3.25,     3.81,     1.12, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.545,          ,   9.48,   0.49,   2.48,    -4.38,    -0.19,     0.69, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.550,          ,   9.48,   0.49,   2.48,    -5.81,    -0.62,     1.12, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.560,          ,   9.61,   0.46,   2.54,    -5.81,    -0.62,     1.12, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.565,          ,   9.61,   0.46,   2.54,    -7.69,     2.25,     2.06, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.570,          ,   9.60,   0.49,   2.46,    -7.69,     2.25,     2.06, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.575,          ,   9.60,   0.49,   2.46,    -8.62,     6.44,     2.25, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.595,          ,   9.52,   0.46,   2.35,    -8.62,     6.44,     2.25, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.600,          ,   9.50,   0.42,   2.23,   -10.00,    19.38,     3.19, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.605,          ,   9.50,   0.42,   2.23,    -9.38,    23.62,     3.19, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.610,          ,   9.39,   0.47,   2.35,    -9.38,    23.62,     3.19, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.615,          ,   9.51,   0.45,   2.33,    -7.00,    25.94,     2.44, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.620,          ,   9.51,   0.45,   2.33,    -7.00,    25.94,     2.44, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.625,          ,   9.69,   0.33,   1.90,    -3.88,    30.94,     1.31, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.630,          ,   9.69,   0.33,   1.90,    -3.88,    30.94,     1.31, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.635,          ,   9.63,   0.19,   1.85,     0.56,    33.81,     0.12, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.640,          ,   9.63,   0.19,   1.85,     4.25,    33.75,    -0.50, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.645,          ,   9.45,  -0.08,   1.91,     4.25,    33.75,    -0.50, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.655,          ,   9.45,  -0.08,   1.91,     6.25,    29.94,    -0.62, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.660,          ,   9.36,  -0.26,   2.08,     6.25,    29.94,    -0.62, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.665,          ,   9.41,  -0.30,   2.40,     6.31,    25.56,     0.31, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.670,          ,   9.41,  -0.30,   2.40,     6.31,    25.56,     0.31, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.675,          ,   9.59,  -0.24,   2.45,     4.88,    21.69,     1.19, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.695,          ,   9.59,  -0.24,   2.45,     4.88,    21.69,     1.19, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.700,          ,   9.76,  -0.07,   2.60,    -0.06,    22.69,     3.88, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.705,          ,   9.41,   0.04,   2.68,    -1.56,    25.56,     5.44, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.710,          ,   9.41,   0.04,   2.68,    -1.56,    25.56,     5.44, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.715,          ,   8.94,   0.04,   2.76,    -2.50,    26.62,     6.44, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.725,          ,   8.94,   0.04,   2.76,    -2.50,    26.62,     6.44, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.730,          ,   8.71,   0.11,   2.86,    -4.19,    21.94,     7.56, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.735,          ,   8.71,   0.11,   2.86,    -4.19,    21.94,     7.56, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.740,          ,   8.87,   0.17,   3.05,    -5.56,    18.81,     7.75, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.745,          ,   9.06,   0.31,   3.15,    -6.12,    16.88,     7.25, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.750,          ,   9.06,   0.31,   3.15,    -6.12,    16.88,     7.25, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.755,          ,   9.51,   0.36,   3.33,    -5.62,    13.88,     6.62, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.765,          ,   9.51,   0.36,   3.33,    -3.94,    15.00,     6.56, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.770,          ,   9.82,   0.32,   3.39,    -3.94,    15.00,     6.56, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.775,          ,   9.82,   0.32,   3.39,    -3.94,    15.00,     6.56, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.780,          ,   9.37,   0.24,   2.89,    -0.75,    21.00,     5.62, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.795,          ,   9.37,   0.24,   2.89,     3.12,    23.25,     4.50, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.800,          ,   8.72,   0.08,   2.85,     8.12,    17.69,     3.00, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.805,          ,   8.60,   0.06,   2.91,     8.12,    17.69,     3.00, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.815,          ,   8.60,   0.06,   2.91,     9.94,    11.25,     2.69, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.820,          ,   8.32,   0.03,   3.07,     9.94,    11.25,     2.69, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.825,          ,   8.32,   0.03,   3.07,    11.19,     0.75,     3.25, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.830,          ,   8.58,   0.11,   3.27,    11.19,     0.75,     3.25, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.835,          ,   9.01,   0.23,   3.34,    11.56,    -3.50,     4.25, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.840,          ,   9.01,   0.23,   3.34,    11.56,    -3.50,     4.25, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.845,          ,   9.01,   0.39,   3.21,    11.19,     1.69,     5.38, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.850,          ,   9.01,   0.39,   3.21,    11.19,     1.69,     5.38, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.855,          ,   8.60,   0.46,   3.11,    10.06,     4.75,     6.56, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.865,          ,   8.60,   0.46,   3.11,     9.44,     3.44,     7.56, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.870,          ,   8.71,   0.44,   3.20,     9.44,     3.44,     7.56, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.875,          ,   8.71,   0.44,   3.20,     9.06,     4.62,     8.19, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.880,          ,   8.75,   0.35,   3.23,     9.06,     4.62,     8.19, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.900,          ,   8.45,   0.31,   3.09,     8.69,     6.06,     8.31, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.905,          ,   8.30,   0.68,   3.60,     2.75,   -11.56,     7.38, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.910,          ,   8.30,   0.68,   3.60,     2.75,   -11.56,     7.38, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.915,          ,   8.66,   0.79,   3.79,    -1.94,   -17.75,     6.81, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.920,          ,   8.66,   0.79,   3.79,    -1.94,   -17.75,     6.81, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.925,          ,   9.20,   0.67,   3.71,    -5.62,   -15.56,     7.56, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.935,          ,   9.20,   0.67,   3.71,    -5.62,   -15.56,     7.56, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.940,          ,   9.20,   0.52,   3.08,    -6.50,    -4.31,     9.06, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.945,          ,   8.76,   0.43,   2.82,    -6.81,     0.56,     9.31, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.950,          ,   8.76,   0.43,   2.82,    -6.81,     0.56,     9.31, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.955,          ,   8.61,   0.22,   2.84,    -7.75,    -5.06,     7.50, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.960,          ,   8.61,   0.22,   2.84,    -7.75,    -5.06,     7.50, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.965,          ,   8.85,   0.06,   2.92,    -7.88,   -10.56,     5.19, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.975,          ,   8.85,   0.06,   2.92,    -7.88,   -10.56,     5.19, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.980,          ,   9.67,   0.05,   3.20,    -8.44,   -13.88,     3.12, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
5.985,          ,   9.67,   0.05,   3.20,    -9.25,   -14.06,     2.50, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
6.005,          ,  10.05,  -0.03,   3.21,    -9.25,   -14.06,     2.50, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
6.010,          ,   9.79,   0.05,   2.68,   -10.44,    -9.25,     1.44, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
6.015,          ,   9.78,   0.01,   2.99,   -11.31,   -13.69,    -0.38, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
6.020,          ,   9.78,   0.01,   2.99,   -11.31,   -13.69,    -0.38, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
6.025,          ,   9.69,   0.00,   3.01,   -13.31,   -15.25,    -1.62, -0.51,  0.47,  0.39,  0.60,   99.50,   75.56,    0.75
6.030,          ,   9.69,   0.00,   3.01,   -13.31,   -15.25,    -1.62, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.035,          ,   9.72,   0.09,   3.10,   -14.75,   -17.81,    -1.81, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.040,          ,   9.72,   0.09,   3.10,   -14.75,   -17.81,    -1.81, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.045,          ,   9.92,   0.13,   3.12,   -14.62,   -19.56,    -2.06, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.055,          ,   9.92,   0.13,   3.12,   -13.25,   -20.44,    -2.12, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.060,          ,   9.90,  -0.18,   3.04,   -13.25,   -20.44,    -2.12, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.065,          ,   9.89,   0.11,   3.09,   -10.56,   -24.06,    -2.44, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.070,          ,   9.89,   0.11,   3.09,   -10.56,   -24.06,    -2.44, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.075,          ,  10.16,  -0.04,   3.19,    -7.12,   -24.50,    -3.75, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.080,          ,  10.16,  -0.04,   3.19,    -7.12,   -24.50,    -3.75, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.105,          ,   9.81,  -0.64,   2.91,    -4.69,   -17.56,    -2.94, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.110,          ,   9.44,   0.01,   2.48,    -6.44,   -16.56,    -0.81, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.115,          ,   9.52,  -0.20,   2.45,    -6.81,   -18.12,    -0.06, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.120,          ,   9.52,  -0.20,   2.45,    -6.81,   -18.12,    -0.06, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.125,          ,   9.44,  -0.11,   2.26,    -6.25,   -18.19,     2.56, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.130,          ,   9.44,  -0.11,   2.26,    -6.25,   -18.19,     2.56, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.135,          ,   9.45,   0.06,   2.34,    -4.81,   -20.69,     4.31, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.145,          ,   9.45,   0.06,   2.34,    -2.69,   -21.69,     4.31, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.150,          ,   9.47,   0.13,   2.44,    -2.69,   -21.69,     4.31, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.155,          ,   9.53,   0.14,   2.49,    -1.12,   -21.06,     3.56, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.160,          ,   9.53,   0.14,   2.49,    -1.12,   -21.06,     3.56, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.165,          ,   9.61,   0.04,   2.47,    -0.88,   -17.88,     2.31, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.170,          ,   9.61,   0.04,   2.47,    -0.88,   -17.88,     2.31, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.180,          ,   9.64,   0.04,   2.40,    -1.44,   -12.00,     0.88, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.185,          ,   9.41,   0.18,   2.34,    -2.38,    -9.12,    -0.38, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.190,          ,   9.41,   0.18,   2.34,    -2.38,    -9.12,    -0.38, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.210,          ,   9.55,   0.33,   2.39,    -3.19,    -9.62,    -1.50, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.215,          ,   9.67,   0.19,   1.63,    -4.44,     2.94,    -3.56, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.220,          ,   9.67,   0.19,   1.63,    -4.44,     2.94,    -3.56, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.225,          ,   9.43,   0.00,   1.65,    -4.06,     4.44,    -3.62, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.230,          ,   9.43,   0.00,   1.65,    -4.06,     4.44,    -3.62, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.235,          ,   9.37,  -0.16,   1.80,    -2.44,     0.94,    -3.25, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.245,          ,   9.37,  -0.16,   1.80,     0.62,    -1.75,    -2.94, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.250,          ,   9.83,  -0.32,   2.04,     0.62,    -1.75,    -2.94, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.255,          ,   9.91,  -0.42,   1.98,     3.94,    -0.50,    -2.62, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.260,          ,   9.91,  -0.42,   1.98,     3.94,    -0.50,    -2.62, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.265,          ,   9.78,  -0.47,   1.92,     6.12,    -0.31,    -2.38, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.270,          ,   9.78,  -0.47,   1.92,     6.12,    -0.31,    -2.38, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.275,          ,   9.70,  -0.50,   2.00,     7.19,    -2.19,    -1.12, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.280,          ,   9.70,  -0.50,   2.00,     7.94,    -4.62,     0.44, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.285,          ,   9.75,  -0.52,   2.18,     7.94,    -4.62,     0.44, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.295,          ,   9.75,  -0.52,   2.18,     8.19,    -5.62,     2.00, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
6.315,          ,   9.81,  -0.42,   2.24,     8.19,    -5.62,     2.00, -0.52,  0.46,  0.37,  0.62,  100.25,   72.69,    2.56
