Start 1h:8m:39s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s], Quaternion_w [], Quaternion_x [], Quaternion_y [], Quaternion_z [], Euler-yaw [Deg], Euler-roll [Deg], Euler-pitch [Deg]
14.130,          ,   9.13,  -0.12,   1.50,     7.12,    11.56,     3.44, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.135,          ,   9.38,  -0.01,   1.23,     6.31,     7.81,     2.88, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.140,          ,   9.38,  -0.01,   1.23,     6.31,     7.81,     2.88, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.145,          ,   9.84,   0.36,   0.67,     5.75,     2.62,     1.44, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.150,          ,   9.84,   0.36,   0.67,     5.75,     2.62,     1.44, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.160,          ,   9.66,   0.27,   0.44,     4.75,     2.00,     1.00, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.165,          ,   9.66,   0.27,   0.44,     4.75,     2.00,     1.00, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.170,          ,   9.37,   0.08,   0.28,     4.31,     4.44,     0.88, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.175,          ,   9.37,   0.08,   0.28,     3.44,     5.94,    -0.62, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.180,          ,   9.13,   0.02,   0.09,     3.44,     5.94,    -0.62, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.185,          ,   9.13,   0.02,   0.09,     2.50,     4.50,    -2.44, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.190,          ,   9.75,   0.59,   0.01,     2.50,     4.50,    -2.44, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.210,          ,   9.94,   0.98,   0.17,     1.19,     3.06,    -3.12, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.215,          ,  10.14,   1.12,   0.34,    -0.25,    -2.88,    -1.88, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.220,          ,  10.20,   1.10,   0.39,    -1.88,    -5.94,     0.31, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.225,          ,  10.20,   1.10,   0.39,    -3.00,    -5.06,     1.38, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.230,          ,  10.18,   0.72,   0.48,    -3.00,    -5.06,     1.38, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.235,          ,  10.13,   0.43,   0.68,    -4.00,    -5.44,     2.12, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.240,          ,  10.13,   0.43,   0.68,    -4.00,    -5.44,     2.12, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.250,          ,  10.08,   0.20,   0.83,    -4.44,    -4.19,     2.81, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.255,          ,  10.08,   0.20,   0.83,    -4.44,    -4.19,     2.81, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.260,          ,  10.12,   0.12,   0.95,    -4.12,     0.62,     2.62, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.265,          ,  10.12,   0.12,   0.95,    -4.12,     0.62,     2.62, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.270,          ,  10.31,   0.25,   1.09,    -4.00,     7.75,     2.69, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.275,          ,  10.31,   0.25,   1.09,    -4.75,    14.06,     3.06, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.280,          ,  10.39,   0.36,   1.05,    -4.75,    14.06,     3.06, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.285,          ,  10.39,   0.36,   1.05,    -6.44,    19.94,     2.88, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.290,          ,  10.32,   0.46,   1.03,    -6.44,    19.94,     2.88, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.310,          ,  10.14,   0.56,   0.99,    -8.19,    21.00,     2.25, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.315,          ,   9.98,   0.60,   1.02,    -9.00,    16.88,     1.88, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.320,          ,   9.86,   0.52,   1.03,    -9.12,    12.88,     1.44, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.325,          ,   9.86,   0.52,   1.03,    -8.62,     8.62,     1.06, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.330,          ,   9.74,   0.43,   1.03,    -8.62,     8.62,     1.06, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.335,          ,   9.63,   0.33,   0.99,    -7.62,     6.06,     0.81, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.340,          ,   9.63,   0.33,   0.99,    -7.62,     6.06,     0.81, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.350,          ,   9.42,   0.27,   1.00,    -5.94,     4.88,     0.56, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.355,          ,   9.42,   0.27,   1.00,    -5.94,     4.88,     0.56, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.360,          ,   9.40,   0.23,   1.02,    -4.88,     2.19,     0.62, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.365,          ,   9.40,   0.23,   1.02,    -4.88,     2.19,     0.62, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.370,          ,   9.43,   0.21,   0.98,    -3.81,    -0.69,     0.81, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.375,          ,   9.43,   0.21,   0.98,    -2.25,    -2.56,     1.00, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.380,          ,   9.43,   0.31,   1.00,    -2.25,    -2.56,     1.00, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.385,          ,   9.23,   0.31,   1.15,    -1.00,    -4.81,     1.00, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.405,          ,   9.23,   0.31,   1.15,    -1.00,    -4.81,     1.00, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.410,          ,   9.17,   0.27,   1.44,    -1.50,   -16.62,    -0.06, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.415,          ,   9.67,   0.14,   1.46,    -2.19,   -19.31,     0.19, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.425,          ,   9.67,   0.14,   1.46,    -2.19,   -19.31,     0.19, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.430,          ,  10.65,   0.01,   0.75,    -0.81,   -15.44,     1.12, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.435,          ,  10.65,   0.01,   0.75,     2.31,    10.69,     3.31, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.440,          ,  10.10,  -0.05,  -0.10,     2.31,    10.69,     3.31, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.445,          ,   8.71,  -0.15,   0.20,     3.62,    29.19,     2.62, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.450,          ,   8.71,  -0.15,   0.20,     3.62,    29.19,     2.62, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.455,          ,   9.52,   0.00,   1.57,     2.38,     9.75,     0.69, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.460,          ,   9.52,   0.00,   1.57,     2.38,     9.75,     0.69, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.465,          ,   9.45,   0.13,   1.12,     1.50,     9.31,     0.19, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.470,          ,   9.45,   0.13,   1.12,     1.50,     9.31,     0.19, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.475,          ,   9.29,   0.16,   0.73,     2.19,    15.38,     0.94, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.485,          ,   9.29,   0.16,   0.73,     2.19,    15.38,     0.94, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.490,          ,   9.35,   0.10,   0.55,     4.81,     8.62,     2.00, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.510,          ,   9.35,   0.10,   0.55,     7.81,     3.69,     2.12, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.515,          ,   9.72,   0.17,   1.13,    10.19,    -5.00,     2.06, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.520,          ,   9.97,   0.28,   1.04,    11.69,    -3.44,     2.31, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.525,          ,   9.97,   0.28,   1.04,    10.56,     6.50,     2.56, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.530,          ,   9.78,   0.40,   0.93,    10.56,     6.50,     2.56, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.535,          ,   9.78,   0.40,   0.93,     7.81,     7.31,     2.81, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.540,          ,   9.50,   0.49,   1.11,     7.81,     7.31,     2.81, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.545,          ,   9.56,   0.46,   1.06,     4.94,     2.50,     2.44, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.550,          ,   9.56,   0.46,   1.06,     4.94,     2.50,     2.44, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.555,          ,   9.65,   0.44,   0.96,     1.75,    -0.94,     1.94, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.560,          ,   9.65,   0.44,   0.96,     1.75,    -0.94,     1.94, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.565,          ,   9.69,   0.47,   0.90,    -0.31,    -3.25,     1.75, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.570,          ,   9.69,   0.47,   0.90,    -0.31,    -3.25,     1.75, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.575,          ,   9.73,   0.55,   0.98,    -1.00,    -5.31,     1.69, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.580,          ,   9.73,   0.55,   0.98,    -1.00,    -5.31,     1.69, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.590,          ,   9.79,   0.46,   0.98,    -0.75,    -4.06,     1.50, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.605,          ,   9.79,   0.46,   0.98,    -0.06,    -0.69,     1.44, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.615,          ,  10.05,   0.54,   1.03,     0.00,     2.12,     1.00, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.620,          ,   9.82,   0.52,   1.29,    -0.56,     5.75,     0.31, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.625,          ,   9.82,   0.52,   1.29,     0.25,     5.50,    -0.44, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.630,          ,   9.93,   0.54,   1.45,     0.25,     5.50,    -0.44, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.635,          ,  10.08,   0.60,   1.31,     1.56,     7.38,    -1.06, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.640,          ,  10.08,   0.60,   1.31,     1.56,     7.38,    -1.06, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.645,          ,   9.96,   0.50,   1.10,     1.88,    14.75,    -1.31, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.650,          ,   9.96,   0.50,   1.10,     1.88,    14.75,    -1.31, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.660,          ,   9.76,   0.40,   1.21,     1.56,    17.31,    -1.50, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.665,          ,   9.76,   0.40,   1.21,     1.56,    17.31,    -1.50, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.670,          ,   9.73,   0.28,   1.32,     1.38,    13.88,    -1.62, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.675,          ,   9.73,   0.28,   1.32,     1.44,    11.19,    -1.62, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.680,          ,   9.76,   0.27,   1.41,     1.44,    11.19,    -1.62, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.685,          ,   9.76,   0.27,   1.41,     2.06,     9.44,    -1.38, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.690,          ,   9.83,   0.48,   1.57,     2.06,     9.44,    -1.38, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.710,          ,   9.93,   0.52,   1.66,     3.19,     8.69,    -1.62, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.715,          ,   9.96,   0.46,   1.74,     5.25,     8.94,    -2.00, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.720,          ,   9.91,   0.36,   1.75,     5.25,     8.94,    -2.00, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.725,          ,   9.77,   0.36,   1.82,     5.81,    10.44,    -1.69, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.730,          ,   9.77,   0.36,   1.82,     5.81,    10.44,    -1.69, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.735,          ,   9.68,   0.37,   1.83,     6.19,    12.31,    -1.25, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.740,          ,   9.68,   0.37,   1.83,     6.19,    12.31,    -1.25, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.745,          ,   9.70,   0.41,   1.83,     5.81,    12.50,    -0.88, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.755,          ,   9.70,   0.41,   1.83,     5.81,    12.50,    -0.88, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.760,          ,   9.77,   0.43,   1.79,     4.81,    12.81,    -0.69, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.765,          ,   9.77,   0.43,   1.79,     4.81,    12.81,    -0.69, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.770,          ,   9.97,   0.41,   1.67,     2.94,    14.94,    -0.50, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.775,          ,   9.97,   0.41,   1.67,     1.19,    17.62,    -0.19, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.780,          ,   9.94,   0.40,   1.61,     1.19,    17.62,    -0.19, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.785,          ,   9.93,   0.38,   1.59,     0.75,    19.44,    -0.06, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.790,          ,   9.93,   0.38,   1.59,     0.75,    19.44,    -0.06, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.815,          ,   9.98,   0.39,   1.50,     1.62,    20.25,     0.31, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.820,          ,   9.23,   0.29,   1.76,    -1.56,     0.88,    -0.94, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.825,          ,   9.20,   0.35,   1.71,    -1.56,     0.88,    -0.94, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.835,          ,   9.20,   0.35,   1.71,    -3.31,    -8.94,    -1.25, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.840,          ,   9.44,   0.43,   1.71,    -3.31,    -8.94,    -1.25, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.845,          ,  10.87,   0.27,   1.48,    -3.19,   -13.75,    -0.31, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.850,          ,  10.87,   0.27,   1.48,    -3.19,   -13.75,    -0.31, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.855,          ,  10.66,   0.25,   0.78,    -0.06,    -1.25,     1.69, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.860,          ,  10.66,   0.25,   0.78,    -0.06,    -1.25,     1.69, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.865,          ,   9.50,   0.17,   0.59,     0.81,    24.44,     1.12, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.870,          ,   9.50,   0.17,   0.59,     0.81,    24.44,     1.12, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.875,          ,   9.40,   0.21,   1.74,     0.12,    17.81,    -1.19, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.880,          ,   9.40,   0.21,   1.74,    -1.56,    15.44,    -2.25, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.885,          ,   9.79,   0.29,   1.97,    -1.56,    15.44,    -2.25, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.890,          ,   9.79,   0.29,   1.97,    -1.56,    24.75,    -1.88, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.900,          ,   9.55,   0.22,   1.90,    -1.56,    24.75,    -1.88, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.915,          ,   9.55,   0.22,   1.90,    -1.56,    24.75,    -1.88, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.920,          ,   9.66,   0.14,   1.35,     2.88,    19.50,     0.12, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.925,          ,   9.59,   0.14,   1.51,     4.56,    17.81,     0.69, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.935,          ,   9.59,   0.14,   1.51,     5.81,    13.50,     0.81, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.940,          ,   9.75,   0.24,   1.56,     5.81,    13.50,     0.81, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.945,          ,   9.75,   0.24,   1.56,     6.50,    16.25,     1.00, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.950,          ,   9.67,   0.36,   1.55,     6.50,    16.25,     1.00, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.955,          ,   9.67,   0.36,   1.55,     6.19,    16.38,     0.88, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.960,          ,   9.54,   0.49,   1.77,     6.19,    16.38,     0.88, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.965,          ,   9.63,   0.40,   1.84,     4.75,    10.62,     0.56, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.970,          ,   9.63,   0.40,   1.84,     4.75,    10.62,     0.56, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.975,          ,   9.73,   0.36,   1.85,     2.19,     3.88,     0.81, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.980,          ,   9.73,   0.36,   1.85,    -0.25,     0.06,     0.88, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.985,          ,   9.73,   0.27,   1.80,    -0.25,     0.06,     0.88, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
14.990,          ,   9.73,   0.27,   1.80,    -1.56,    -3.12,     1.06, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
15.000,          ,   9.79,   0.23,   1.88,    -1.56,    -3.12,     1.06, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
15.015,          ,   9.79,   0.23,   1.88,    -2.06,    -4.00,     1.19, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
15.020,          ,   9.82,   0.23,   1.86,    -1.31,    -2.81,     1.44, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
15.025,          ,   9.89,   0.25,   1.87,     0.00,    -0.44,     1.25, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
15.035,          ,   9.89,   0.25,   1.87,     1.12,     3.12,     0.81, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
15.040,          ,   9.78,   0.30,   2.03,     1.12,     3.12,     0.81, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
15.045,          ,   9.95,   0.28,   2.01,     2.38,     4.44,     0.75, -0.68, -0.33,  0.56, -0.34,  307.00,   80.88,  -24.69
15.050,          ,   9.95,   0.28,   2.01,     2.38,     4.44,     0.75, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.055,          ,   9.92,   0.22,   1.77,     2.75,    10.06,     0.94, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.065,          ,   9.92,   0.22,   1.77,     2.75,    10.06,     0.94, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.070,          ,   9.73,   0.14,   1.64,     2.12,    16.44,     0.94, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.075,          ,   9.73,   0.14,   1.64,     1.25,    16.50,     1.38, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.080,          ,   9.43,   0.01,   1.59,     1.25,    16.50,     1.38, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.085,          ,   9.33,   0.00,   1.64,    -0.19,    13.62,     1.62, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.090,          ,   9.33,   0.00,   1.64,    -0.19,    13.62,     1.62, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.095,          ,   9.38,   0.05,   1.71,    -1.25,     8.50,     1.81, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.100,          ,   9.38,   0.05,   1.71,    -1.25,     8.50,     1.81, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.120,          ,   9.43,   0.14,   1.69,    -1.38,     4.50,     1.94, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.125,          ,   9.50,   0.22,   1.67,    -0.06,    -1.75,     2.25, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.130,          ,   9.50,   0.22,   1.67,    -0.06,    -1.75,     2.25, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.135,          ,   9.45,   0.14,   1.68,     0.62,    -3.94,     2.06, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.140,          ,   9.45,   0.14,   1.68,     0.62,    -3.94,     2.06, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.145,          ,   9.50,   0.09,   1.72,     1.25,    -6.38,     2.00, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.150,          ,   9.50,   0.09,   1.72,     1.25,    -6.38,     2.00, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.160,          ,   9.60,   0.08,   1.60,     1.31,    -8.06,     1.81, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.165,          ,   9.60,   0.08,   1.60,     0.69,    -9.31,     2.38, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.170,          ,   9.64,   0.03,   1.59,     0.69,    -9.31,     2.38, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.175,          ,   9.64,   0.03,   1.59,     0.12,   -11.81,     2.62, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.180,          ,   9.67,   0.03,   1.60,     0.12,   -11.81,     2.62, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.185,          ,   9.63,   0.03,   1.65,     0.12,   -14.44,     3.12, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.190,          ,   9.63,   0.03,   1.65,     0.12,   -14.44,     3.12, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.195,          ,   9.92,   0.07,   1.79,     0.19,   -17.31,     3.75, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.215,          ,   9.92,   0.07,   1.79,     0.19,   -17.31,     3.75, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.220,          ,  10.05,   0.08,   1.74,    -0.62,   -14.62,     5.00, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.225,          ,   9.86,   0.02,   1.84,    -1.19,   -12.62,     5.75, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.230,          ,   9.86,   0.02,   1.84,    -1.19,   -12.62,     5.75, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.235,          ,   9.50,  -0.11,   2.27,    -1.88,   -15.75,     6.50, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.240,          ,   9.50,  -0.11,   2.27,    -1.88,   -15.75,     6.50, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.245,          ,   9.60,  -0.08,   2.40,    -3.12,   -20.25,     6.81, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.255,          ,   9.60,  -0.08,   2.40,    -3.12,   -20.25,     6.81, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.260,          ,   9.81,  -0.16,   2.53,    -5.31,   -22.56,     8.12, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.265,          ,   9.81,  -0.16,   2.53,    -7.62,   -17.62,    10.81, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.270,          ,  10.60,  -0.35,   2.18,    -7.62,   -17.62,    10.81, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.275,          ,   9.92,  -0.16,   0.80,    -8.12,     9.62,    14.19, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.280,          ,   9.92,  -0.16,   0.80,    -8.12,     9.62,    14.19, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.285,          ,   8.78,  -0.08,   1.40,   -10.06,    28.75,    14.50, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.290,          ,   8.78,  -0.08,   1.40,   -10.06,    28.75,    14.50, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
15.295,          ,   9.30,   0.01,   2.31,   -13.81,     6.31,    12.88, -0.69, -0.32,  0.54, -0.36,  304.50,   77.38,  -13.62
